Input feed cut file input-unit/ppe-omni-7.205Ghz-rhcp.cut, CF(dB)=-0.20, complex field for theta,phi degrees
    THETA    PHI        POL-1,real         POL-1,imag         POL-2,real         POL-2,imag
  134.00     5.00       4.486656E-01       2.524411E-01       4.603563E-02      -2.765495E-01
  135.00     5.00       4.370317E-01       2.510268E-01       3.355820E-02      -2.715283E-01
  136.00     5.00       4.231996E-01       2.465951E-01       1.859982E-02      -2.695771E-01
  137.00     5.00       4.080839E-01       2.389912E-01       2.210592E-03      -2.708556E-01
  138.00     5.00       3.925997E-01       2.283578E-01      -1.461004E-02      -2.752384E-01
  139.00     5.00       3.775149E-01       2.150036E-01      -3.098638E-02      -2.823624E-01
  140.00     5.00       3.634670E-01       1.994333E-01      -4.620835E-02      -2.916769E-01
  141.00     5.00       3.509236E-01       1.822086E-01      -5.976790E-02      -3.025135E-01
  142.00     5.00       3.401612E-01       1.640143E-01      -7.135984E-02      -3.141347E-01
  143.00     5.00       3.312816E-01       1.455138E-01      -8.088233E-02      -3.258009E-01
  144.00     5.00       3.242244E-01       1.273329E-01      -8.841561E-02      -3.368175E-01
  145.00     5.00       3.187928E-01       1.100248E-01      -9.419289E-02      -3.465740E-01
  146.00     5.00       3.146848E-01       9.404368E-02      -9.856507E-02      -3.545721E-01
  147.00     5.00       3.115268E-01       7.973044E-02      -1.019628E-01      -3.604423E-01
  148.00     5.00       3.089100E-01       6.732439E-02      -1.048585E-01      -3.639476E-01
  149.00     5.00       3.064150E-01       5.688716E-02      -1.077342E-01      -3.649880E-01
  150.00     5.00       3.036454E-01       4.844771E-02      -1.110483E-01      -3.635783E-01
  151.00     5.00       3.002452E-01       4.191339E-02      -1.152139E-01      -3.598396E-01
  152.00     5.00       2.959163E-01       3.711854E-02      -1.205805E-01      -3.539779E-01
  153.00     5.00       2.904283E-01       3.384379E-02      -1.274222E-01      -3.462631E-01
  154.00     5.00       2.836228E-01       3.183527E-02      -1.359324E-01      -3.370075E-01
  155.00     5.00       2.754137E-01       3.082262E-02      -1.462227E-01      -3.265464E-01
  156.00     5.00       2.657832E-01       3.053503E-02      -1.583268E-01      -3.152198E-01
  157.00     5.00       2.547752E-01       3.071459E-02      -1.722065E-01      -3.033580E-01
  158.00     5.00       2.424863E-01       3.112674E-02      -1.877612E-01      -2.912692E-01
  159.00     5.00       2.290588E-01       3.157687E-02      -2.048411E-01      -2.792312E-01
  160.00     5.00       2.146494E-01       3.186359E-02      -2.232525E-01      -2.674844E-01
  161.00     5.00       1.994771E-01       3.189241E-02      -2.427540E-01      -2.562277E-01
  162.00     5.00       1.837406E-01       3.156031E-02      -2.631062E-01      -2.456198E-01
  163.00     5.00       1.676545E-01       3.081117E-02      -2.840481E-01      -2.357785E-01
  164.00     5.00       1.514316E-01       2.962220E-02      -3.053140E-01      -2.267832E-01
  165.00     5.00       1.352778E-01       2.800001E-02      -3.266407E-01      -2.186782E-01
  166.00     5.00       1.193874E-01       2.597615E-02      -3.477723E-01      -2.114772E-01
  167.00     5.00       1.039400E-01       2.360236E-02      -3.684649E-01      -2.051671E-01
  168.00     5.00       8.909883E-02       2.094580E-02      -3.884899E-01      -1.997137E-01
  169.00     5.00       7.500963E-02       1.808457E-02      -4.076357E-01      -1.950655E-01
  170.00     5.00       6.180036E-02       1.510347E-02      -4.257092E-01      -1.911589E-01
  171.00     5.00       4.958179E-02       1.209022E-02      -4.425367E-01      -1.879222E-01
  172.00     5.00       3.844841E-02       9.132146E-03      -4.579638E-01      -1.852795E-01
  173.00     5.00       2.847962E-02       6.313309E-03      -4.718551E-01      -1.831544E-01
  174.00     5.00       1.974120E-02       3.712164E-03      -4.840937E-01      -1.814727E-01
  175.00     5.00       1.228673E-02       1.399584E-03      -4.945805E-01      -1.801657E-01
  176.00     5.00       6.159096E-03      -5.626978E-04      -5.032331E-01      -1.791720E-01
  177.00     5.00       1.391715E-03      -2.123311E-03      -5.099853E-01      -1.784396E-01
  178.00     5.00      -1.990269E-03      -3.242186E-03      -5.147866E-01      -1.779271E-01
  179.00     5.00      -3.969114E-03      -3.891232E-03      -5.176010E-01      -1.776054E-01
  180.00     5.00      -4.533649E-03      -4.055002E-03      -5.184068E-01      -1.774579E-01
    0.00    10.00      -7.188553E-01       1.944476E+00      -8.465028E-03       1.931875E-02
    1.00    10.00      -7.186796E-01       1.943279E+00      -8.410578E-03       1.893831E-02
    2.00    10.00      -7.183968E-01       1.940171E+00      -8.412661E-03       1.827371E-02
    3.00    10.00      -7.179880E-01       1.935166E+00      -8.463596E-03       1.733342E-02
    4.00    10.00      -7.174240E-01       1.928282E+00      -8.552914E-03       1.612988E-02
    5.00    10.00      -7.166662E-01       1.919548E+00      -8.667582E-03       1.467964E-02
    6.00    10.00      -7.156668E-01       1.908997E+00      -8.792321E-03       1.300339E-02
    7.00    10.00      -7.143696E-01       1.896672E+00      -8.909984E-03       1.112587E-02
    8.00    10.00      -7.127109E-01       1.882622E+00      -9.001992E-03       9.075828E-03
    9.00    10.00      -7.106202E-01       1.866904E+00      -9.048808E-03       6.885877E-03
   10.00    10.00      -7.080210E-01       1.849581E+00      -9.030439E-03       4.592323E-03
   11.00    10.00      -7.048319E-01       1.830728E+00      -8.926968E-03       2.234946E-03
   12.00    10.00      -7.009670E-01       1.810424E+00      -8.719077E-03      -1.432526E-04
   13.00    10.00      -6.963372E-01       1.788757E+00      -8.388583E-03      -2.496351E-03
   14.00    10.00      -6.908503E-01       1.765827E+00      -7.918951E-03      -4.775825E-03
   15.00    10.00      -6.844126E-01       1.741737E+00      -7.295803E-03      -6.930889E-03
   16.00    10.00      -6.769287E-01       1.716604E+00      -6.507412E-03      -8.908842E-03
   17.00    10.00      -6.683029E-01       1.690554E+00      -5.545193E-03      -1.065541E-02
   18.00    10.00      -6.584396E-01       1.663723E+00      -4.404201E-03      -1.211510E-02
   19.00    10.00      -6.472448E-01       1.636262E+00      -3.083672E-03      -1.323149E-02
   20.00    10.00      -6.346274E-01       1.608335E+00      -1.587598E-03      -1.394763E-02
   21.00    10.00      -6.205247E-01       1.580141E+00       7.054175E-05      -1.420361E-02
   22.00    10.00      -6.048006E-01       1.551840E+00       1.883155E-03      -1.394723E-02
   23.00    10.00      -5.874289E-01       1.523671E+00       3.823854E-03      -1.312024E-02
   24.00    10.00      -5.683512E-01       1.495877E+00       5.861398E-03      -1.166767E-02
   25.00    10.00      -5.475387E-01       1.468719E+00       7.955825E-03      -9.537223E-03
   26.00    10.00      -5.249910E-01       1.442482E+00       1.005686E-02      -6.680356E-03
   27.00    10.00      -5.007444E-01       1.417470E+00       1.210279E-02      -3.054069E-03
   28.00    10.00      -4.748802E-01       1.394006E+00       1.401956E-02       1.376858E-03
   29.00    10.00      -4.475335E-01       1.372419E+00       1.572013E-02       6.637039E-03
   30.00    10.00      -4.189008E-01       1.353039E+00       1.710443E-02       1.273711E-02
   31.00    10.00      -3.892468E-01       1.336184E+00       1.806001E-02       1.966985E-02
   32.00    10.00      -3.589081E-01       1.322143E+00       1.846374E-02       2.740592E-02
   33.00    10.00      -3.282863E-01       1.311172E+00       1.818445E-02       3.589109E-02
   34.00    10.00      -2.978695E-01       1.303432E+00       1.708853E-02       4.503681E-02
   35.00    10.00      -2.681918E-01       1.299023E+00       1.504394E-02       5.472258E-02
   36.00    10.00      -2.398327E-01       1.297931E+00       1.192948E-02       6.479025E-02
   37.00    10.00      -2.133924E-01       1.300021E+00       7.643461E-03       7.504362E-02
   38.00    10.00      -1.894636E-01       1.305023E+00       2.114154E-03       8.524974E-02
   39.00    10.00      -1.685986E-01       1.312532E+00      -4.689071E-03       9.514306E-02
   40.00    10.00      -1.512736E-01       1.322008E+00      -1.274460E-02       1.044330E-01
   41.00    10.00      -1.378512E-01       1.332807E+00      -2.196975E-02       1.128168E-01
   42.00    10.00      -1.285497E-01       1.344162E+00      -3.220866E-02       1.199893E-01
   43.00    10.00      -1.234189E-01       1.355274E+00      -4.323379E-02       1.256671E-01
   44.00    10.00      -1.223163E-01       1.365330E+00      -5.474230E-02       1.296063E-01
   45.00    10.00      -1.248975E-01       1.373548E+00      -6.636353E-02       1.316291E-01
   46.00    10.00      -1.306662E-01       1.379254E+00      -7.767267E-02       1.316314E-01
   47.00    10.00      -1.389404E-01       1.381906E+00      -8.821016E-02       1.296233E-01
   48.00    10.00      -1.489417E-01       1.381164E+00      -9.751152E-02       1.257291E-01
   49.00    10.00      -1.598301E-01       1.376869E+00      -1.051346E-01       1.201953E-01
   50.00    10.00      -1.707876E-01       1.369111E+00      -1.107037E-01       1.133900E-01
   51.00    10.00      -1.810687E-01       1.358183E+00      -1.139408E-01       1.057861E-01
   52.00    10.00      -1.900685E-01       1.344555E+00      -1.147006E-01       9.793504E-02
   53.00    10.00      -1.973727E-01       1.328823E+00      -1.129960E-01       9.042740E-02
   54.00    10.00      -2.027959E-01       1.311645E+00      -1.090134E-01       8.384651E-02
   55.00    10.00      -2.063565E-01       1.293632E+00      -1.031031E-01       7.871181E-02
   56.00    10.00      -2.083000E-01       1.275308E+00      -9.577201E-02       7.542769E-02
   57.00    10.00      -2.090115E-01       1.257022E+00      -8.763557E-02       7.423551E-02
   58.00    10.00      -2.089520E-01       1.238907E+00      -7.936613E-02       7.517883E-02
   59.00    10.00      -2.085669E-01       1.220858E+00      -7.162595E-02       7.808761E-02
   60.00    10.00      -2.082079E-01       1.202569E+00      -6.499917E-02       8.258607E-02
   61.00    10.00      -2.079945E-01       1.183553E+00      -5.990909E-02       8.812698E-02
   62.00    10.00      -2.078274E-01       1.163262E+00      -5.658083E-02       9.404548E-02
   63.00    10.00      -2.073114E-01       1.141181E+00      -5.499432E-02       9.964092E-02
   64.00    10.00      -2.057883E-01       1.116953E+00      -5.488234E-02       1.042638E-01
   65.00    10.00      -2.024005E-01       1.090482E+00      -5.575813E-02       1.074049E-01
   66.00    10.00      -1.962296E-01       1.062030E+00      -5.697791E-02       1.087686E-01
   67.00    10.00      -1.863402E-01       1.032220E+00      -5.782110E-02       1.083352E-01
   68.00    10.00      -1.720525E-01       1.002055E+00      -5.760658E-02       1.063631E-01
   69.00    10.00      -1.530104E-01       9.728267E-01      -5.579450E-02       1.033743E-01
   70.00    10.00      -1.293099E-01       9.459841E-01      -5.208476E-02       1.000860E-01
   71.00    10.00      -1.015882E-01       9.229676E-01      -4.648516E-02       9.731015E-02
   72.00    10.00      -7.091731E-02       9.050118E-01      -3.933719E-02       9.582821E-02
   73.00    10.00      -3.884535E-02       8.929588E-01      -3.129323E-02       9.625542E-02
   74.00    10.00      -7.168484E-03       8.871261E-01      -2.324022E-02       9.892877E-02
   75.00    10.00       2.225053E-02       8.872175E-01      -1.618137E-02       1.038200E-01
   76.00    10.00       4.767641E-02       8.923177E-01      -1.109090E-02       1.105010E-01
   77.00    10.00       6.781365E-02       9.009858E-01      -8.748428E-03       1.181700E-01
   78.00    10.00       8.186135E-02       9.113854E-01      -9.605909E-03       1.257328E-01
   79.00    10.00       8.969418E-02       9.215349E-01      -1.368083E-02       1.319478E-01
   80.00    10.00       9.186145E-02       9.295419E-01      -2.051270E-02       1.355975E-01
   81.00    10.00       8.947816E-02       9.338396E-01      -2.918914E-02       1.356719E-01
   82.00    10.00       8.415965E-02       9.333917E-01      -3.844237E-02       1.315403E-01
   83.00    10.00       7.767693E-02       9.277797E-01      -4.680695E-02       1.230651E-01
   84.00    10.00       7.177696E-02       9.172580E-01      -5.281854E-02       1.106631E-01
   85.00    10.00       6.792462E-02       9.026662E-01      -5.522340E-02       9.527820E-02
   86.00    10.00       6.707245E-02       8.852675E-01      -5.316915E-02       7.828025E-02
   87.00    10.00       6.966340E-02       8.665298E-01      -4.634147E-02       6.128335E-02
   88.00    10.00       7.547218E-02       8.478619E-01      -3.503086E-02       4.593825E-02
   89.00    10.00       8.377245E-02       8.304057E-01      -2.010876E-02       3.370061E-02
   90.00    10.00       9.345830E-02       8.148412E-01      -2.920864E-03       2.562341E-02
   91.00    10.00       1.033425E-01       8.013388E-01       1.490105E-02       2.221430E-02
   92.00    10.00       1.122842E-01       7.894711E-01       3.165725E-02       2.335142E-02
   93.00    10.00       1.194801E-01       7.783898E-01       4.582378E-02       2.831627E-02
   94.00    10.00       1.245962E-01       7.669723E-01       5.626332E-02       3.590152E-02
   95.00    10.00       1.278164E-01       7.540370E-01       6.238231E-02       4.459311E-02
   96.00    10.00       1.298988E-01       7.386102E-01       6.419352E-02       5.281256E-02
   97.00    10.00       1.319489E-01       7.200574E-01       6.230000E-02       5.913790E-02
   98.00    10.00       1.353116E-01       6.982837E-01       5.777851E-02       6.252776E-02
   99.00    10.00       1.413221E-01       6.737672E-01       5.199271E-02       6.246741E-02
  100.00    10.00       1.510525E-01       6.475177E-01       4.636971E-02       5.903985E-02
  101.00    10.00       1.652011E-01       6.209680E-01       4.214644E-02       5.288566E-02
  102.00    10.00       1.838342E-01       5.957431E-01       4.018385E-02       4.509616E-02
  103.00    10.00       2.064231E-01       5.734678E-01       4.081251E-02       3.702333E-02
  104.00    10.00       2.318571E-01       5.555217E-01       4.377325E-02       3.005151E-02
  105.00    10.00       2.585378E-01       5.428399E-01       4.824924E-02       2.537024E-02
  106.00    10.00       2.846704E-01       5.357761E-01       5.298088E-02       2.375465E-02
  107.00    10.00       3.083364E-01       5.340191E-01       5.645277E-02       2.544033E-02
  108.00    10.00       3.278330E-01       5.366378E-01       5.711959E-02       3.005125E-02
  109.00    10.00       3.418481E-01       5.421734E-01       5.363695E-02       3.662642E-02
  110.00    10.00       3.495869E-01       5.488029E-01       4.507347E-02       4.373463E-02
  111.00    10.00       3.509725E-01       5.545594E-01       3.104286E-02       4.963548E-02
  112.00    10.00       3.464879E-01       5.575253E-01       1.180064E-02       5.251016E-02
  113.00    10.00       3.372353E-01       5.560647E-01      -1.176991E-02       5.068408E-02
  114.00    10.00       3.247712E-01       5.489868E-01      -3.824220E-02       4.283649E-02
  115.00    10.00       3.109105E-01       5.356575E-01      -6.579454E-02       2.818044E-02
