Theta,Phi,Gain
64,110,-3.93
65,110,-2.90
66,110,-2.01
67,110,-1.30
68,110,-0.78
69,110,-0.43
70,110,-0.22
71,110,-0.16
72,110,-0.23
73,110,-0.42
74,110,-0.69
75,110,-1.00
76,110,-1.30
77,110,-1.53
78,110,-1.65
79,110,-1.63
80,110,-1.49
81,110,-1.25
82,110,-0.96
83,110,-0.65
84,110,-0.35
85,110,-0.09
86,110,0.11
87,110,0.25
88,110,0.35
89,110,0.40
90,110,0.41
91,110,0.39
92,110,0.34
93,110,0.24
94,110,0.11
95,110,-0.07
96,110,-0.28
97,110,-0.56
98,110,-0.89
99,110,-1.28
100,110,-1.75
101,110,-2.30
102,110,-2.91
103,110,-3.60
104,110,-4.34
105,110,-5.11
106,110,-5.83
107,110,-6.45
108,110,-6.94
109,110,-7.27
110,110,-7.46
111,110,-7.61
112,110,-7.77
113,110,-8.03
114,110,-8.45
115,110,-9.10
116,110,-10.03
117,110,-11.24
118,110,-12.79
119,110,-14.63
120,110,-16.30
121,110,-16.85
122,110,-16.01
123,110,-14.62
124,110,-13.40
125,110,-12.58
126,110,-12.24
127,110,-12.35
128,110,-12.92
129,110,-14.01
130,110,-15.79
131,110,-18.31
132,110,-20.76
133,110,-20.96
134,110,-19.09
135,110,-17.08
136,110,-15.67
137,110,-15.00
138,110,-15.06
139,110,-15.69
140,110,-16.73
141,110,-18.11
142,110,-19.64
143,110,-20.65
144,110,-20.19
145,110,-18.79
146,110,-17.57
147,110,-16.96
148,110,-16.55
149,110,-15.49
150,110,-13.68
151,110,-11.84
152,110,-10.37
153,110,-9.26
154,110,-8.39
155,110,-7.71
156,110,-7.12
157,110,-6.51
158,110,-5.80
159,110,-5.00
160,110,-4.15
161,110,-3.30
162,110,-2.47
163,110,-1.74
164,110,-1.14
165,110,-0.68
166,110,-0.30
167,110,0.03
168,110,0.37
169,110,0.74
170,110,1.14
171,110,1.55
172,110,1.92
173,110,2.19
174,110,2.34
175,110,2.36
176,110,2.28
177,110,2.12
178,110,1.95
179,110,1.83
180,110,1.80
0,111,16.81
1,111,16.65
2,111,16.09
3,111,15.21
4,111,14.09
5,111,12.92
6,111,11.94
7,111,11.34
8,111,11.06
9,111,10.83
10,111,10.40
11,111,9.66
12,111,8.54
13,111,7.11
14,111,5.58
15,111,4.29
16,111,3.56
17,111,3.26
18,111,3.01
19,111,2.51
20,111,1.60
21,111,0.27
22,111,-1.36
23,111,-2.96
24,111,-3.85
25,111,-3.65
26,111,-2.66
27,111,-1.47
28,111,-0.40
29,111,0.43
30,111,0.97
31,111,1.21
32,111,1.08
33,111,0.60
34,111,-0.24
35,111,-1.37
36,111,-2.65
37,111,-3.79
38,111,-4.39
39,111,-4.35
40,111,-3.96
41,111,-3.53
42,111,-3.25
43,111,-3.17
44,111,-3.25
45,111,-3.46
46,111,-3.73
47,111,-4.01
48,111,-4.25
49,111,-4.41
50,111,-4.54
51,111,-4.64
52,111,-4.73
53,111,-4.85
54,111,-5.03
55,111,-5.30
56,111,-5.65
57,111,-6.09
58,111,-6.55
59,111,-6.93
60,111,-7.07
61,111,-6.79
62,111,-6.05
63,111,-5.04
64,111,-3.93
65,111,-2.90
66,111,-2.01
67,111,-1.30
68,111,-0.78
69,111,-0.43
70,111,-0.22
71,111,-0.16
72,111,-0.23
73,111,-0.42
74,111,-0.69
75,111,-1.00
76,111,-1.30
77,111,-1.53
78,111,-1.65
79,111,-1.63
80,111,-1.49
81,111,-1.25
82,111,-0.96
83,111,-0.65
84,111,-0.35
85,111,-0.09
86,111,0.11
87,111,0.25
88,111,0.35
89,111,0.40
90,111,0.41
91,111,0.39
92,111,0.34
93,111,0.24
94,111,0.11
95,111,-0.07
96,111,-0.28
97,111,-0.56
98,111,-0.89
99,111,-1.28
100,111,-1.75
101,111,-2.30
102,111,-2.91
103,111,-3.60
104,111,-4.34
105,111,-5.11
106,111,-5.83
107,111,-6.45
108,111,-6.94
109,111,-7.27
110,111,-7.46
111,111,-7.61
112,111,-7.77
113,111,-8.03
114,111,-8.45
115,111,-9.10
116,111,-10.03
117,111,-11.24
118,111,-12.79
119,111,-14.63
120,111,-16.30
121,111,-16.85
122,111,-16.01
123,111,-14.62
124,111,-13.40
125,111,-12.58
126,111,-12.24
127,111,-12.35
128,111,-12.92
129,111,-14.01
130,111,-15.79
131,111,-18.31
132,111,-20.76
133,111,-20.96
134,111,-19.09
135,111,-17.08
136,111,-15.67
137,111,-15.00
138,111,-15.06
139,111,-15.69
140,111,-16.73
141,111,-18.11
142,111,-19.64
143,111,-20.65
144,111,-20.19
145,111,-18.79
146,111,-17.57
147,111,-16.96
148,111,-16.55
149,111,-15.49
150,111,-13.68
151,111,-11.84
152,111,-10.37
153,111,-9.26
154,111,-8.39
155,111,-7.71
156,111,-7.12
157,111,-6.51
158,111,-5.80
159,111,-5.00
160,111,-4.15
161,111,-3.30
162,111,-2.47
163,111,-1.74
164,111,-1.14
165,111,-0.68
166,111,-0.30
167,111,0.03
168,111,0.37
169,111,0.74
170,111,1.14
171,111,1.55
172,111,1.92
173,111,2.19
174,111,2.34
175,111,2.36
176,111,2.28
177,111,2.12
178,111,1.95
179,111,1.83
180,111,1.80
0,112,16.81
1,112,16.65
2,112,16.09
3,112,15.21
4,112,14.09
5,112,12.92
6,112,11.94
7,112,11.34
8,112,11.06
9,112,10.83
10,112,10.40
11,112,9.66
12,112,8.54
13,112,7.11
14,112,5.58
15,112,4.29
16,112,3.56
17,112,3.26
18,112,3.01
19,112,2.51
20,112,1.60
21,112,0.27
22,112,-1.36
23,112,-2.96
24,112,-3.85
25,112,-3.65
26,112,-2.66
27,112,-1.47
28,112,-0.40
29,112,0.43
30,112,0.97
31,112,1.21
32,112,1.08
33,112,0.60
34,112,-0.24
35,112,-1.37
36,112,-2.65
37,112,-3.79
38,112,-4.39
39,112,-4.35
40,112,-3.96
41,112,-3.53
42,112,-3.25
43,112,-3.17
44,112,-3.25
45,112,-3.46
46,112,-3.73
47,112,-4.01
48,112,-4.25
49,112,-4.41
50,112,-4.54
51,112,-4.64
52,112,-4.73
53,112,-4.85
54,112,-5.03
55,112,-5.30
56,112,-5.65
57,112,-6.09
58,112,-6.55
59,112,-6.93
60,112,-7.07
61,112,-6.79
62,112,-6.05
63,112,-5.04
64,112,-3.93
65,112,-2.90
66,112,-2.01
67,112,-1.30
68,112,-0.78
69,112,-0.43
70,112,-0.22
71,112,-0.16
72,112,-0.23
73,112,-0.42
74,112,-0.69
75,112,-1.00
76,112,-1.30
77,112,-1.53
78,112,-1.65
79,112,-1.63
80,112,-1.49
81,112,-1.25
82,112,-0.96
83,112,-0.65
84,112,-0.35
85,112,-0.09
86,112,0.11
87,112,0.25
88,112,0.35
89,112,0.40
90,112,0.41
91,112,0.39
92,112,0.34
93,112,0.24
94,112,0.11
95,112,-0.07
96,112,-0.28
97,112,-0.56
98,112,-0.89
99,112,-1.28
100,112,-1.75
101,112,-2.30
102,112,-2.91
103,112,-3.60
104,112,-4.34
105,112,-5.11
106,112,-5.83
107,112,-6.45
108,112,-6.94
109,112,-7.27
110,112,-7.46
111,112,-7.61
112,112,-7.77
113,112,-8.03
114,112,-8.45
115,112,-9.10
116,112,-10.03
117,112,-11.24
118,112,-12.79
119,112,-14.63
120,112,-16.30
121,112,-16.85
122,112,-16.01
123,112,-14.62
124,112,-13.40
125,112,-12.58
126,112,-12.24
127,112,-12.35
128,112,-12.92
129,112,-14.01
130,112,-15.79
131,112,-18.31
132,112,-20.76
133,112,-20.96
134,112,-19.09
135,112,-17.08
136,112,-15.67
137,112,-15.00
138,112,-15.06
139,112,-15.69
140,112,-16.73
141,112,-18.11
142,112,-19.64
143,112,-20.65
144,112,-20.19
145,112,-18.79
146,112,-17.57
147,112,-16.96
148,112,-16.55
149,112,-15.49
150,112,-13.68
151,112,-11.84
152,112,-10.37
153,112,-9.26
154,112,-8.39
155,112,-7.71
156,112,-7.12
157,112,-6.51
158,112,-5.80
159,112,-5.00
160,112,-4.15
161,112,-3.30
162,112,-2.47
163,112,-1.74
164,112,-1.14
165,112,-0.68
166,112,-0.30
167,112,0.03
168,112,0.37
169,112,0.74
170,112,1.14
171,112,1.55
172,112,1.92
173,112,2.19
174,112,2.34
175,112,2.36
176,112,2.28
177,112,2.12
178,112,1.95
179,112,1.83
180,112,1.80
0,113,16.81
1,113,16.65
2,113,16.09
3,113,15.21
4,113,14.09
5,113,12.92
6,113,11.94
7,113,11.34
8,113,11.06
9,113,10.83
10,113,10.40
11,113,9.66
12,113,8.54
13,113,7.11
14,113,5.58
15,113,4.29
16,113,3.56
17,113,3.26
18,113,3.01
19,113,2.51
20,113,1.60
21,113,0.27
22,113,-1.36
23,113,-2.96
24,113,-3.85
25,113,-3.65
26,113,-2.66
27,113,-1.47
28,113,-0.40
29,113,0.43
30,113,0.97
31,113,1.21
32,113,1.08
33,113,0.60
34,113,-0.24
35,113,-1.37
36,113,-2.65
37,113,-3.79
38,113,-4.39
39,113,-4.35
40,113,-3.96
41,113,-3.53
42,113,-3.25
43,113,-3.17
44,113,-3.25
45,113,-3.46
46,113,-3.73
47,113,-4.01
48,113,-4.25
49,113,-4.41
50,113,-4.54
51,113,-4.64
52,113,-4.73
53,113,-4.85
54,113,-5.03
55,113,-5.30
56,113,-5.65
57,113,-6.09
58,113,-6.55
59,113,-6.93
60,113,-7.07
61,113,-6.79
62,113,-6.05
63,113,-5.04
64,113,-3.93
65,113,-2.90
66,113,-2.01
67,113,-1.30
68,113,-0.78
69,113,-0.43
70,113,-0.22
71,113,-0.16
72,113,-0.23
73,113,-0.42
74,113,-0.69
75,113,-1.00
76,113,-1.30
77,113,-1.53
78,113,-1.65
79,113,-1.63
80,113,-1.49
81,113,-1.25
82,113,-0.96
83,113,-0.65
84,113,-0.35
85,113,-0.09
86,113,0.11
87,113,0.25
88,113,0.35
89,113,0.40
90,113,0.41
91,113,0.39
92,113,0.34
93,113,0.24
94,113,0.11
95,113,-0.07
96,113,-0.28
97,113,-0.56
98,113,-0.89
99,113,-1.28
100,113,-1.75
101,113,-2.30
102,113,-2.91
103,113,-3.60
104,113,-4.34
105,113,-5.11
106,113,-5.83
107,113,-6.45
108,113,-6.94
109,113,-7.27
110,113,-7.46
111,113,-7.61
112,113,-7.77
113,113,-8.03
114,113,-8.45
115,113,-9.10
116,113,-10.03
117,113,-11.24
118,113,-12.79
119,113,-14.63
120,113,-16.30
121,113,-16.85
122,113,-16.01
123,113,-14.62
124,113,-13.40
125,113,-12.58
126,113,-12.24
127,113,-12.35
128,113,-12.92
129,113,-14.01
130,113,-15.79
131,113,-18.31
132,113,-20.76
133,113,-20.96
134,113,-19.09
135,113,-17.08
136,113,-15.67
137,113,-15.00
138,113,-15.06
139,113,-15.69
140,113,-16.73
141,113,-18.11
142,113,-19.64
143,113,-20.65
144,113,-20.19
145,113,-18.79
146,113,-17.57
147,113,-16.96
148,113,-16.55
149,113,-15.49
150,113,-13.68
151,113,-11.84
152,113,-10.37
153,113,-9.26
154,113,-8.39
155,113,-7.71
156,113,-7.12
157,113,-6.51
158,113,-5.80
159,113,-5.00
160,113,-4.15
161,113,-3.30
162,113,-2.47
163,113,-1.74
164,113,-1.14
165,113,-0.68
166,113,-0.30
167,113,0.03
168,113,0.37
169,113,0.74
170,113,1.14
171,113,1.55
172,113,1.92
173,113,2.19
174,113,2.34
175,113,2.36
176,113,2.28
177,113,2.12
178,113,1.95
179,113,1.83
180,113,1.80
0,114,16.81
1,114,16.65
2,114,16.09
3,114,15.21
4,114,14.09
5,114,12.92
6,114,11.94
7,114,11.34
8,114,11.06
9,114,10.83
10,114,10.40
11,114,9.66
12,114,8.54
13,114,7.11
14,114,5.58
15,114,4.29
16,114,3.56
17,114,3.26
18,114,3.01
19,114,2.51
20,114,1.60
21,114,0.27
22,114,-1.36
23,114,-2.96
24,114,-3.85
25,114,-3.65
26,114,-2.66
27,114,-1.47
28,114,-0.40
29,114,0.43
30,114,0.97
31,114,1.21
32,114,1.08
33,114,0.60
34,114,-0.24
35,114,-1.37
36,114,-2.65
37,114,-3.79
38,114,-4.39
39,114,-4.35
40,114,-3.96
41,114,-3.53
42,114,-3.25
43,114,-3.17
44,114,-3.25
45,114,-3.46
46,114,-3.73
47,114,-4.01
48,114,-4.25
49,114,-4.41
50,114,-4.54
51,114,-4.64
52,114,-4.73
53,114,-4.85
54,114,-5.03
55,114,-5.30
56,114,-5.65
57,114,-6.09
58,114,-6.55
59,114,-6.93
60,114,-7.07
61,114,-6.79
62,114,-6.05
63,114,-5.04
64,114,-3.93
65,114,-2.90
66,114,-2.01
67,114,-1.30
68,114,-0.78
69,114,-0.43
70,114,-0.22
71,114,-0.16
72,114,-0.23
73,114,-0.42
74,114,-0.69
75,114,-1.00
76,114,-1.30
77,114,-1.53
78,114,-1.65
79,114,-1.63
80,114,-1.49
81,114,-1.25
82,114,-0.96
83,114,-0.65
84,114,-0.35
85,114,-0.09
86,114,0.11
87,114,0.25
88,114,0.35
89,114,0.40
90,114,0.41
91,114,0.39
92,114,0.34
93,114,0.24
94,114,0.11
95,114,-0.07
96,114,-0.28
97,114,-0.56
98,114,-0.89
99,114,-1.28
100,114,-1.75
101,114,-2.30
102,114,-2.91
103,114,-3.60
104,114,-4.34
105,114,-5.11
106,114,-5.83
107,114,-6.45
108,114,-6.94
109,114,-7.27
110,114,-7.46
111,114,-7.61
112,114,-7.77
113,114,-8.03
114,114,-8.45
115,114,-9.10
116,114,-10.03
117,114,-11.24
118,114,-12.79
119,114,-14.63
120,114,-16.30
121,114,-16.85
122,114,-16.01
123,114,-14.62
124,114,-13.40
125,114,-12.58
126,114,-12.24
127,114,-12.35
128,114,-12.92
129,114,-14.01
130,114,-15.79
131,114,-18.31
132,114,-20.76
133,114,-20.96
134,114,-19.09
135,114,-17.08
136,114,-15.67
137,114,-15.00
138,114,-15.06
139,114,-15.69
140,114,-16.73
141,114,-18.11
142,114,-19.64
143,114,-20.65
144,114,-20.19
145,114,-18.79
146,114,-17.57
147,114,-16.96
148,114,-16.55
149,114,-15.49
150,114,-13.68
151,114,-11.84
152,114,-10.37
153,114,-9.26
154,114,-8.39
155,114,-7.71
156,114,-7.12
157,114,-6.51
158,114,-5.80
159,114,-5.00
160,114,-4.15
161,114,-3.30
162,114,-2.47
163,114,-1.74
164,114,-1.14
165,114,-0.68
166,114,-0.30
167,114,0.03
168,114,0.37
169,114,0.74
170,114,1.14
171,114,1.55
172,114,1.92
173,114,2.19
174,114,2.34
175,114,2.36
176,114,2.28
177,114,2.12
178,114,1.95
179,114,1.83
180,114,1.80
0,115,16.81
1,115,16.65
2,115,16.09
3,115,15.21
4,115,14.09
5,115,12.92
6,115,11.94
7,115,11.34
8,115,11.06
9,115,10.83
10,115,10.40
11,115,9.66
12,115,8.54
13,115,7.11
14,115,5.58
15,115,4.29
16,115,3.56
17,115,3.26
18,115,3.01
19,115,2.51
20,115,1.60
21,115,0.27
22,115,-1.36
23,115,-2.96
24,115,-3.85
25,115,-3.65
26,115,-2.66
27,115,-1.47
28,115,-0.40
29,115,0.43
30,115,0.97
31,115,1.21
32,115,1.08
33,115,0.60
34,115,-0.24
35,115,-1.37
36,115,-2.65
37,115,-3.79
38,115,-4.39
39,115,-4.35
40,115,-3.96
41,115,-3.53
42,115,-3.25
43,115,-3.17
44,115,-3.25
45,115,-3.46
46,115,-3.73
47,115,-4.01
48,115,-4.25
49,115,-4.41
50,115,-4.54
51,115,-4.64
52,115,-4.73
53,115,-4.85
54,115,-5.03
55,115,-5.30
56,115,-5.65
57,115,-6.09
58,115,-6.55
59,115,-6.93
60,115,-7.07
61,115,-6.79
62,115,-6.05
63,115,-5.04
64,115,-3.93
65,115,-2.90
66,115,-2.01
67,115,-1.30
68,115,-0.78
69,115,-0.43
70,115,-0.22
71,115,-0.16
72,115,-0.23
73,115,-0.42
74,115,-0.69
75,115,-1.00
76,115,-1.30
77,115,-1.53
78,115,-1.65
79,115,-1.63
80,115,-1.49
81,115,-1.25
82,115,-0.96
83,115,-0.65
84,115,-0.35
85,115,-0.09
86,115,0.11
87,115,0.25
88,115,0.35
89,115,0.40
90,115,0.41
91,115,0.39
92,115,0.34
93,115,0.24
94,115,0.11
95,115,-0.07
96,115,-0.28
97,115,-0.56
98,115,-0.89
99,115,-1.28
100,115,-1.75
101,115,-2.30
102,115,-2.91
103,115,-3.60
104,115,-4.34
105,115,-5.11
106,115,-5.83
107,115,-6.45
108,115,-6.94
109,115,-7.27
110,115,-7.46
111,115,-7.61
112,115,-7.77
113,115,-8.03
114,115,-8.45
115,115,-9.10
116,115,-10.03
117,115,-11.24
118,115,-12.79
119,115,-14.63
120,115,-16.30
121,115,-16.85
122,115,-16.01
123,115,-14.62
124,115,-13.40
125,115,-12.58
126,115,-12.24
127,115,-12.35
128,115,-12.92
129,115,-14.01
130,115,-15.79
131,115,-18.31
132,115,-20.76
133,115,-20.96
134,115,-19.09
135,115,-17.08
136,115,-15.67
137,115,-15.00
138,115,-15.06
139,115,-15.69
140,115,-16.73
141,115,-18.11
142,115,-19.64
143,115,-20.65
144,115,-20.19
145,115,-18.79
146,115,-17.57
147,115,-16.96
148,115,-16.55
149,115,-15.49
150,115,-13.68
151,115,-11.84
152,115,-10.37
153,115,-9.26
154,115,-8.39
155,115,-7.71
156,115,-7.12
157,115,-6.51
158,115,-5.80
159,115,-5.00
160,115,-4.15
161,115,-3.30
162,115,-2.47
163,115,-1.74
164,115,-1.14
165,115,-0.68
166,115,-0.30
167,115,0.03
