Theta,Phi,Gain
105,166,-5.11
106,166,-5.83
107,166,-6.45
108,166,-6.94
109,166,-7.27
110,166,-7.46
111,166,-7.61
112,166,-7.77
113,166,-8.03
114,166,-8.45
115,166,-9.10
116,166,-10.03
117,166,-11.24
118,166,-12.79
119,166,-14.63
120,166,-16.30
121,166,-16.85
122,166,-16.01
123,166,-14.62
124,166,-13.40
125,166,-12.58
126,166,-12.24
127,166,-12.35
128,166,-12.92
129,166,-14.01
130,166,-15.79
131,166,-18.31
132,166,-20.76
133,166,-20.96
134,166,-19.09
135,166,-17.08
136,166,-15.67
137,166,-15.00
138,166,-15.06
139,166,-15.69
140,166,-16.73
141,166,-18.11
142,166,-19.64
143,166,-20.65
144,166,-20.19
145,166,-18.79
146,166,-17.57
147,166,-16.96
148,166,-16.55
149,166,-15.49
150,166,-13.68
151,166,-11.84
152,166,-10.37
153,166,-9.26
154,166,-8.39
155,166,-7.71
156,166,-7.12
157,166,-6.51
158,166,-5.80
159,166,-5.00
160,166,-4.15
161,166,-3.30
162,166,-2.47
163,166,-1.74
164,166,-1.14
165,166,-0.68
166,166,-0.30
167,166,0.03
168,166,0.37
169,166,0.74
170,166,1.14
171,166,1.55
172,166,1.92
173,166,2.19
174,166,2.34
175,166,2.36
176,166,2.28
177,166,2.12
178,166,1.95
179,166,1.83
180,166,1.80
0,167,16.81
1,167,16.65
2,167,16.09
3,167,15.21
4,167,14.09
5,167,12.92
6,167,11.94
7,167,11.34
8,167,11.06
9,167,10.83
10,167,10.40
11,167,9.66
12,167,8.54
13,167,7.11
14,167,5.58
15,167,4.29
16,167,3.56
17,167,3.26
18,167,3.01
19,167,2.51
20,167,1.60
21,167,0.27
22,167,-1.36
23,167,-2.96
24,167,-3.85
25,167,-3.65
26,167,-2.66
27,167,-1.47
28,167,-0.40
29,167,0.43
30,167,0.97
31,167,1.21
32,167,1.08
33,167,0.60
34,167,-0.24
35,167,-1.37
36,167,-2.65
37,167,-3.79
38,167,-4.39
39,167,-4.35
40,167,-3.96
41,167,-3.53
42,167,-3.25
43,167,-3.17
44,167,-3.25
45,167,-3.46
46,167,-3.73
47,167,-4.01
48,167,-4.25
49,167,-4.41
50,167,-4.54
51,167,-4.64
52,167,-4.73
53,167,-4.85
54,167,-5.03
55,167,-5.30
56,167,-5.65
57,167,-6.09
58,167,-6.55
59,167,-6.93
60,167,-7.07
61,167,-6.79
62,167,-6.05
63,167,-5.04
64,167,-3.93
65,167,-2.90
66,167,-2.01
67,167,-1.30
68,167,-0.78
69,167,-0.43
70,167,-0.22
71,167,-0.16
72,167,-0.23
73,167,-0.42
74,167,-0.69
75,167,-1.00
76,167,-1.30
77,167,-1.53
78,167,-1.65
79,167,-1.63
80,167,-1.49
81,167,-1.25
82,167,-0.96
83,167,-0.65
84,167,-0.35
85,167,-0.09
86,167,0.11
87,167,0.25
88,167,0.35
89,167,0.40
90,167,0.41
91,167,0.39
92,167,0.34
93,167,0.24
94,167,0.11
95,167,-0.07
96,167,-0.28
97,167,-0.56
98,167,-0.89
99,167,-1.28
100,167,-1.75
101,167,-2.30
102,167,-2.91
103,167,-3.60
104,167,-4.34
105,167,-5.11
106,167,-5.83
107,167,-6.45
108,167,-6.94
109,167,-7.27
110,167,-7.46
111,167,-7.61
112,167,-7.77
113,167,-8.03
114,167,-8.45
115,167,-9.10
116,167,-10.03
117,167,-11.24
118,167,-12.79
119,167,-14.63
120,167,-16.30
121,167,-16.85
122,167,-16.01
123,167,-14.62
124,167,-13.40
125,167,-12.58
126,167,-12.24
127,167,-12.35
128,167,-12.92
129,167,-14.01
130,167,-15.79
131,167,-18.31
132,167,-20.76
133,167,-20.96
134,167,-19.09
135,167,-17.08
136,167,-15.67
137,167,-15.00
138,167,-15.06
139,167,-15.69
140,167,-16.73
141,167,-18.11
142,167,-19.64
143,167,-20.65
144,167,-20.19
145,167,-18.79
146,167,-17.57
147,167,-16.96
148,167,-16.55
149,167,-15.49
150,167,-13.68
151,167,-11.84
152,167,-10.37
153,167,-9.26
154,167,-8.39
155,167,-7.71
156,167,-7.12
157,167,-6.51
158,167,-5.80
159,167,-5.00
160,167,-4.15
161,167,-3.30
162,167,-2.47
163,167,-1.74
164,167,-1.14
165,167,-0.68
166,167,-0.30
167,167,0.03
168,167,0.37
169,167,0.74
170,167,1.14
171,167,1.55
172,167,1.92
173,167,2.19
174,167,2.34
175,167,2.36
176,167,2.28
177,167,2.12
178,167,1.95
179,167,1.83
180,167,1.80
0,168,16.81
1,168,16.65
2,168,16.09
3,168,15.21
4,168,14.09
5,168,12.92
6,168,11.94
7,168,11.34
8,168,11.06
9,168,10.83
10,168,10.40
11,168,9.66
12,168,8.54
13,168,7.11
14,168,5.58
15,168,4.29
16,168,3.56
17,168,3.26
18,168,3.01
19,168,2.51
20,168,1.60
21,168,0.27
22,168,-1.36
23,168,-2.96
24,168,-3.85
25,168,-3.65
26,168,-2.66
27,168,-1.47
28,168,-0.40
29,168,0.43
30,168,0.97
31,168,1.21
32,168,1.08
33,168,0.60
34,168,-0.24
35,168,-1.37
36,168,-2.65
37,168,-3.79
38,168,-4.39
39,168,-4.35
40,168,-3.96
41,168,-3.53
42,168,-3.25
43,168,-3.17
44,168,-3.25
45,168,-3.46
46,168,-3.73
47,168,-4.01
48,168,-4.25
49,168,-4.41
50,168,-4.54
51,168,-4.64
52,168,-4.73
53,168,-4.85
54,168,-5.03
55,168,-5.30
56,168,-5.65
57,168,-6.09
58,168,-6.55
59,168,-6.93
60,168,-7.07
61,168,-6.79
62,168,-6.05
63,168,-5.04
64,168,-3.93
65,168,-2.90
66,168,-2.01
67,168,-1.30
68,168,-0.78
69,168,-0.43
70,168,-0.22
71,168,-0.16
72,168,-0.23
73,168,-0.42
74,168,-0.69
75,168,-1.00
76,168,-1.30
77,168,-1.53
78,168,-1.65
79,168,-1.63
80,168,-1.49
81,168,-1.25
82,168,-0.96
83,168,-0.65
84,168,-0.35
85,168,-0.09
86,168,0.11
87,168,0.25
88,168,0.35
89,168,0.40
90,168,0.41
91,168,0.39
92,168,0.34
93,168,0.24
94,168,0.11
95,168,-0.07
96,168,-0.28
97,168,-0.56
98,168,-0.89
99,168,-1.28
100,168,-1.75
101,168,-2.30
102,168,-2.91
103,168,-3.60
104,168,-4.34
105,168,-5.11
106,168,-5.83
107,168,-6.45
108,168,-6.94
109,168,-7.27
110,168,-7.46
111,168,-7.61
112,168,-7.77
113,168,-8.03
114,168,-8.45
115,168,-9.10
116,168,-10.03
117,168,-11.24
118,168,-12.79
119,168,-14.63
120,168,-16.30
121,168,-16.85
122,168,-16.01
123,168,-14.62
124,168,-13.40
125,168,-12.58
126,168,-12.24
127,168,-12.35
128,168,-12.92
129,168,-14.01
130,168,-15.79
131,168,-18.31
132,168,-20.76
133,168,-20.96
134,168,-19.09
135,168,-17.08
136,168,-15.67
137,168,-15.00
138,168,-15.06
139,168,-15.69
140,168,-16.73
141,168,-18.11
142,168,-19.64
143,168,-20.65
144,168,-20.19
145,168,-18.79
146,168,-17.57
147,168,-16.96
148,168,-16.55
149,168,-15.49
150,168,-13.68
151,168,-11.84
152,168,-10.37
153,168,-9.26
154,168,-8.39
155,168,-7.71
156,168,-7.12
157,168,-6.51
158,168,-5.80
159,168,-5.00
160,168,-4.15
161,168,-3.30
162,168,-2.47
163,168,-1.74
164,168,-1.14
165,168,-0.68
166,168,-0.30
167,168,0.03
168,168,0.37
169,168,0.74
170,168,1.14
171,168,1.55
172,168,1.92
173,168,2.19
174,168,2.34
175,168,2.36
176,168,2.28
177,168,2.12
178,168,1.95
179,168,1.83
180,168,1.80
0,169,16.81
1,169,16.65
2,169,16.09
3,169,15.21
4,169,14.09
5,169,12.92
6,169,11.94
7,169,11.34
8,169,11.06
9,169,10.83
10,169,10.40
11,169,9.66
12,169,8.54
13,169,7.11
14,169,5.58
15,169,4.29
16,169,3.56
17,169,3.26
18,169,3.01
19,169,2.51
20,169,1.60
21,169,0.27
22,169,-1.36
23,169,-2.96
24,169,-3.85
25,169,-3.65
26,169,-2.66
27,169,-1.47
28,169,-0.40
29,169,0.43
30,169,0.97
31,169,1.21
32,169,1.08
33,169,0.60
34,169,-0.24
35,169,-1.37
36,169,-2.65
37,169,-3.79
38,169,-4.39
39,169,-4.35
40,169,-3.96
41,169,-3.53
42,169,-3.25
43,169,-3.17
44,169,-3.25
45,169,-3.46
46,169,-3.73
47,169,-4.01
48,169,-4.25
49,169,-4.41
50,169,-4.54
51,169,-4.64
52,169,-4.73
53,169,-4.85
54,169,-5.03
55,169,-5.30
56,169,-5.65
57,169,-6.09
58,169,-6.55
59,169,-6.93
60,169,-7.07
61,169,-6.79
62,169,-6.05
63,169,-5.04
64,169,-3.93
65,169,-2.90
66,169,-2.01
67,169,-1.30
68,169,-0.78
69,169,-0.43
70,169,-0.22
71,169,-0.16
72,169,-0.23
73,169,-0.42
74,169,-0.69
75,169,-1.00
76,169,-1.30
77,169,-1.53
78,169,-1.65
79,169,-1.63
80,169,-1.49
81,169,-1.25
82,169,-0.96
83,169,-0.65
84,169,-0.35
85,169,-0.09
86,169,0.11
87,169,0.25
88,169,0.35
89,169,0.40
90,169,0.41
91,169,0.39
92,169,0.34
93,169,0.24
94,169,0.11
95,169,-0.07
96,169,-0.28
97,169,-0.56
98,169,-0.89
99,169,-1.28
100,169,-1.75
101,169,-2.30
102,169,-2.91
103,169,-3.60
104,169,-4.34
105,169,-5.11
106,169,-5.83
107,169,-6.45
108,169,-6.94
109,169,-7.27
110,169,-7.46
111,169,-7.61
112,169,-7.77
113,169,-8.03
114,169,-8.45
115,169,-9.10
116,169,-10.03
117,169,-11.24
118,169,-12.79
119,169,-14.63
120,169,-16.30
121,169,-16.85
122,169,-16.01
123,169,-14.62
124,169,-13.40
125,169,-12.58
126,169,-12.24
127,169,-12.35
128,169,-12.92
129,169,-14.01
130,169,-15.79
131,169,-18.31
132,169,-20.76
133,169,-20.96
134,169,-19.09
135,169,-17.08
136,169,-15.67
137,169,-15.00
138,169,-15.06
139,169,-15.69
140,169,-16.73
141,169,-18.11
142,169,-19.64
143,169,-20.65
144,169,-20.19
145,169,-18.79
146,169,-17.57
147,169,-16.96
148,169,-16.55
149,169,-15.49
150,169,-13.68
151,169,-11.84
152,169,-10.37
153,169,-9.26
154,169,-8.39
155,169,-7.71
156,169,-7.12
157,169,-6.51
158,169,-5.80
159,169,-5.00
160,169,-4.15
161,169,-3.30
162,169,-2.47
163,169,-1.74
164,169,-1.14
165,169,-0.68
166,169,-0.30
167,169,0.03
168,169,0.37
169,169,0.74
170,169,1.14
171,169,1.55
172,169,1.92
173,169,2.19
174,169,2.34
175,169,2.36
176,169,2.28
177,169,2.12
178,169,1.95
179,169,1.83
180,169,1.81
0,170,16.81
1,170,16.65
2,170,16.09
3,170,15.21
4,170,14.09
5,170,12.92
6,170,11.94
7,170,11.34
8,170,11.06
9,170,10.83
10,170,10.40
11,170,9.66
12,170,8.54
13,170,7.11
14,170,5.58
15,170,4.29
16,170,3.56
17,170,3.26
18,170,3.01
19,170,2.51
20,170,1.60
21,170,0.27
22,170,-1.36
23,170,-2.96
24,170,-3.85
25,170,-3.65
26,170,-2.66
27,170,-1.47
28,170,-0.40
29,170,0.43
30,170,0.97
31,170,1.21
32,170,1.08
33,170,0.60
34,170,-0.24
35,170,-1.37
36,170,-2.65
37,170,-3.79
38,170,-4.39
39,170,-4.35
40,170,-3.96
41,170,-3.53
42,170,-3.25
43,170,-3.17
44,170,-3.25
45,170,-3.46
46,170,-3.73
47,170,-4.01
48,170,-4.25
49,170,-4.41
50,170,-4.54
51,170,-4.64
52,170,-4.73
53,170,-4.85
54,170,-5.03
55,170,-5.30
56,170,-5.65
57,170,-6.09
58,170,-6.55
59,170,-6.93
60,170,-7.07
61,170,-6.79
62,170,-6.05
63,170,-5.04
64,170,-3.93
65,170,-2.90
66,170,-2.01
67,170,-1.30
68,170,-0.78
69,170,-0.43
70,170,-0.22
71,170,-0.16
72,170,-0.23
73,170,-0.42
74,170,-0.69
75,170,-1.00
76,170,-1.30
77,170,-1.53
78,170,-1.65
79,170,-1.63
80,170,-1.49
81,170,-1.25
82,170,-0.96
83,170,-0.65
84,170,-0.35
85,170,-0.09
86,170,0.11
87,170,0.25
88,170,0.35
89,170,0.40
90,170,0.41
91,170,0.39
92,170,0.34
93,170,0.24
94,170,0.11
95,170,-0.07
96,170,-0.28
97,170,-0.56
98,170,-0.89
99,170,-1.28
100,170,-1.75
101,170,-2.30
102,170,-2.91
103,170,-3.60
104,170,-4.34
105,170,-5.11
106,170,-5.83
107,170,-6.45
108,170,-6.94
109,170,-7.27
110,170,-7.46
111,170,-7.61
112,170,-7.77
113,170,-8.03
114,170,-8.45
115,170,-9.10
116,170,-10.03
117,170,-11.24
118,170,-12.79
119,170,-14.63
120,170,-16.30
121,170,-16.85
122,170,-16.01
123,170,-14.62
124,170,-13.40
125,170,-12.58
126,170,-12.24
127,170,-12.35
128,170,-12.92
129,170,-14.01
130,170,-15.79
131,170,-18.31
132,170,-20.76
133,170,-20.96
134,170,-19.09
135,170,-17.08
136,170,-15.67
137,170,-15.00
138,170,-15.06
139,170,-15.69
140,170,-16.73
141,170,-18.11
142,170,-19.64
143,170,-20.65
144,170,-20.19
145,170,-18.79
146,170,-17.57
147,170,-16.96
148,170,-16.55
149,170,-15.49
150,170,-13.68
151,170,-11.84
152,170,-10.37
153,170,-9.26
154,170,-8.39
155,170,-7.71
156,170,-7.12
157,170,-6.51
158,170,-5.80
159,170,-5.00
160,170,-4.15
161,170,-3.30
162,170,-2.47
163,170,-1.74
164,170,-1.14
165,170,-0.68
166,170,-0.30
167,170,0.03
168,170,0.37
169,170,0.74
170,170,1.14
171,170,1.55
172,170,1.92
173,170,2.19
174,170,2.34
175,170,2.36
176,170,2.28
177,170,2.12
178,170,1.95
179,170,1.83
180,170,1.80
0,171,16.81
1,171,16.65
2,171,16.09
3,171,15.21
4,171,14.09
5,171,12.92
6,171,11.94
7,171,11.34
8,171,11.06
9,171,10.83
10,171,10.40
11,171,9.66
12,171,8.54
13,171,7.11
14,171,5.58
15,171,4.29
16,171,3.56
17,171,3.26
18,171,3.01
19,171,2.51
20,171,1.60
21,171,0.27
22,171,-1.36
23,171,-2.96
24,171,-3.85
25,171,-3.65
26,171,-2.66
27,171,-1.47
28,171,-0.40
29,171,0.43
30,171,0.97
31,171,1.21
32,171,1.08
33,171,0.60
34,171,-0.24
35,171,-1.37
36,171,-2.65
37,171,-3.79
38,171,-4.39
39,171,-4.35
40,171,-3.96
41,171,-3.53
42,171,-3.25
43,171,-3.17
44,171,-3.25
45,171,-3.46
46,171,-3.73
47,171,-4.01
48,171,-4.25
49,171,-4.41
50,171,-4.54
51,171,-4.64
52,171,-4.73
53,171,-4.85
54,171,-5.03
55,171,-5.30
56,171,-5.65
57,171,-6.09
58,171,-6.55
59,171,-6.93
60,171,-7.07
61,171,-6.79
62,171,-6.05
63,171,-5.04
64,171,-3.93
65,171,-2.90
66,171,-2.01
67,171,-1.30
68,171,-0.78
69,171,-0.43
70,171,-0.22
71,171,-0.16
72,171,-0.23
73,171,-0.42
74,171,-0.69
75,171,-1.00
76,171,-1.30
77,171,-1.53
78,171,-1.65
79,171,-1.63
80,171,-1.49
81,171,-1.25
82,171,-0.96
83,171,-0.65
84,171,-0.35
85,171,-0.09
86,171,0.11
87,171,0.25
88,171,0.35
89,171,0.40
90,171,0.41
91,171,0.39
92,171,0.34
93,171,0.24
94,171,0.11
95,171,-0.07
96,171,-0.28
97,171,-0.56
98,171,-0.89
99,171,-1.28
100,171,-1.75
101,171,-2.30
102,171,-2.91
103,171,-3.60
104,171,-4.34
105,171,-5.11
106,171,-5.83
107,171,-6.45
108,171,-6.94
109,171,-7.27
110,171,-7.46
111,171,-7.61
112,171,-7.77
113,171,-8.03
114,171,-8.45
115,171,-9.10
116,171,-10.03
117,171,-11.24
118,171,-12.79
119,171,-14.63
120,171,-16.30
121,171,-16.85
122,171,-16.01
123,171,-14.62
124,171,-13.40
125,171,-12.58
126,171,-12.24
127,171,-12.35
128,171,-12.92
129,171,-14.01
130,171,-15.79
131,171,-18.31
132,171,-20.76
133,171,-20.96
134,171,-19.09
135,171,-17.08
136,171,-15.67
137,171,-15.00
138,171,-15.06
139,171,-15.69
140,171,-16.73
141,171,-18.11
142,171,-19.64
143,171,-20.65
144,171,-20.19
145,171,-18.79
146,171,-17.57
147,171,-16.96
148,171,-16.55
149,171,-15.49
150,171,-13.68
151,171,-11.84
152,171,-10.37
153,171,-9.26
154,171,-8.39
155,171,-7.71
156,171,-7.12
157,171,-6.51
158,171,-5.80
159,171,-5.00
160,171,-4.15
161,171,-3.30
162,171,-2.47
163,171,-1.74
164,171,-1.14
165,171,-0.68
166,171,-0.30
167,171,0.03
168,171,0.37
169,171,0.74
170,171,1.14
171,171,1.55
172,171,1.92
173,171,2.19
174,171,2.34
175,171,2.36
176,171,2.28
177,171,2.12
178,171,1.95
179,171,1.83
180,171,1.80
0,172,16.81
1,172,16.65
2,172,16.09
3,172,15.21
4,172,14.09
5,172,12.92
6,172,11.94
7,172,11.34
8,172,11.06
9,172,10.83
10,172,10.40
11,172,9.66
12,172,8.54
13,172,7.11
14,172,5.58
15,172,4.29
16,172,3.56
17,172,3.26
18,172,3.01
19,172,2.51
20,172,1.60
21,172,0.27
22,172,-1.36
23,172,-2.96
24,172,-3.85
25,172,-3.65
26,172,-2.66
27,172,-1.47
28,172,-0.40
29,172,0.43
30,172,0.97
31,172,1.21
32,172,1.08
33,172,0.60
34,172,-0.24
35,172,-1.37
36,172,-2.65
37,172,-3.79
38,172,-4.39
39,172,-4.35
40,172,-3.96
41,172,-3.53
42,172,-3.25
43,172,-3.17
44,172,-3.25
45,172,-3.46
46,172,-3.73
47,172,-4.01
48,172,-4.25
49,172,-4.41
50,172,-4.54
51,172,-4.64
52,172,-4.73
53,172,-4.85
54,172,-5.03
55,172,-5.30
56,172,-5.65
57,172,-6.09
58,172,-6.55
59,172,-6.93
60,172,-7.07
61,172,-6.79
62,172,-6.05
63,172,-5.04
64,172,-3.93
65,172,-2.90
66,172,-2.01
67,172,-1.30
68,172,-0.78
69,172,-0.43
70,172,-0.22
71,172,-0.16
72,172,-0.23
73,172,-0.42
74,172,-0.69
75,172,-1.00
76,172,-1.30
77,172,-1.53
78,172,-1.65
79,172,-1.63
80,172,-1.49
81,172,-1.25
82,172,-0.96
83,172,-0.65
84,172,-0.35
85,172,-0.09
86,172,0.11
87,172,0.25
88,172,0.35
89,172,0.40
90,172,0.41
91,172,0.39
92,172,0.34
93,172,0.24
94,172,0.11
95,172,-0.07
96,172,-0.28
97,172,-0.56
98,172,-0.89
99,172,-1.28
100,172,-1.75
101,172,-2.30
102,172,-2.91
103,172,-3.60
104,172,-4.34
105,172,-5.11
106,172,-5.83
107,172,-6.45
108,172,-6.94
109,172,-7.27
110,172,-7.46
111,172,-7.61
112,172,-7.77
113,172,-8.03
114,172,-8.45
115,172,-9.10
116,172,-10.03
117,172,-11.24
118,172,-12.79
119,172,-14.63
120,172,-16.30
121,172,-16.85
122,172,-16.01
123,172,-14.62
124,172,-13.40
125,172,-12.58
126,172,-12.24
127,172,-12.35
128,172,-12.92
129,172,-14.01
130,172,-15.79
131,172,-18.31
132,172,-20.76
133,172,-20.96
134,172,-19.09
135,172,-17.08
136,172,-15.67
137,172,-15.00
138,172,-15.06
139,172,-15.69
140,172,-16.73
141,172,-18.11
142,172,-19.64
143,172,-20.65
144,172,-20.19
145,172,-18.79
146,172,-17.57
147,172,-16.96
148,172,-16.55
149,172,-15.49
150,172,-13.68
151,172,-11.84
152,172,-10.37
153,172,-9.26
154,172,-8.39
155,172,-7.71
156,172,-7.12
157,172,-6.51
158,172,-5.80
159,172,-5.00
160,172,-4.15
161,172,-3.30
162,172,-2.47
163,172,-1.74
164,172,-1.14
165,172,-0.68
166,172,-0.30
167,172,0.03
168,172,0.37
169,172,0.74
170,172,1.14
171,172,1.55
172,172,1.92
173,172,2.19
174,172,2.34
175,172,2.36
176,172,2.28
177,172,2.12
178,172,1.95
179,172,1.83
180,172,1.80
0,173,16.81
1,173,16.65
2,173,16.09
3,173,15.21
4,173,14.09
5,173,12.92
6,173,11.94
7,173,11.34
8,173,11.06
9,173,10.83
10,173,10.40
11,173,9.66
12,173,8.54
13,173,7.11
14,173,5.58
15,173,4.29
16,173,3.56
17,173,3.26
18,173,3.01
19,173,2.51
20,173,1.60
21,173,0.27
22,173,-1.36
23,173,-2.96
24,173,-3.85
25,173,-3.65
26,173,-2.66
27,173,-1.47
28,173,-0.40
29,173,0.43
30,173,0.97
31,173,1.21
32,173,1.08
33,173,0.60
34,173,-0.24
35,173,-1.37
36,173,-2.65
37,173,-3.79
38,173,-4.39
39,173,-4.35
40,173,-3.96
41,173,-3.53
42,173,-3.25
43,173,-3.17
44,173,-3.25
45,173,-3.46
46,173,-3.73
47,173,-4.01
48,173,-4.25
49,173,-4.41
50,173,-4.54
51,173,-4.64
52,173,-4.73
53,173,-4.85
54,173,-5.03
55,173,-5.30
56,173,-5.65
57,173,-6.09
58,173,-6.55
59,173,-6.93
60,173,-7.07
61,173,-6.79
62,173,-6.05
63,173,-5.04
64,173,-3.93
65,173,-2.90
66,173,-2.01
67,173,-1.30
68,173,-0.78
69,173,-0.43
70,173,-0.22
71,173,-0.16
72,173,-0.23
73,173,-0.42
74,173,-0.69
75,173,-1.00
76,173,-1.30
77,173,-1.53
78,173,-1.65
79,173,-1.63
80,173,-1.49
81,173,-1.25
82,173,-0.96
83,173,-0.65
84,173,-0.35
85,173,-0.09
86,173,0.11
87,173,0.25
88,173,0.35
89,173,0.40
90,173,0.41
91,173,0.39
92,173,0.34
93,173,0.24
94,173,0.11
95,173,-0.07
96,173,-0.28
97,173,-0.56
98,173,-0.89
99,173,-1.28
100,173,-1.75
101,173,-2.30
102,173,-2.91
103,173,-3.60
104,173,-4.34
105,173,-5.11
106,173,-5.83
107,173,-6.45
108,173,-6.94
109,173,-7.27
110,173,-7.46
111,173,-7.61
112,173,-7.77
113,173,-8.03
114,173,-8.45
115,173,-9.10
116,173,-10.03
117,173,-11.24
118,173,-12.79
119,173,-14.63
120,173,-16.30
121,173,-16.85
122,173,-16.01
123,173,-14.62
124,173,-13.40
125,173,-12.58
126,173,-12.24
127,173,-12.35
128,173,-12.92
129,173,-14.01
130,173,-15.79
131,173,-18.31
132,173,-20.76
133,173,-20.96
134,173,-19.09
135,173,-17.08
136,173,-15.67
137,173,-15.00
138,173,-15.06
139,173,-15.69
140,173,-16.73
141,173,-18.11
142,173,-19.64
143,173,-20.65
144,173,-20.19
145,173,-18.79
146,173,-17.57
147,173,-16.96
148,173,-16.55
149,173,-15.49
150,173,-13.68
151,173,-11.84
152,173,-10.37
153,173,-9.26
154,173,-8.39
155,173,-7.71
156,173,-7.12
157,173,-6.51
158,173,-5.80
159,173,-5.00
160,173,-4.15
161,173,-3.30
162,173,-2.47
163,173,-1.74
164,173,-1.14
165,173,-0.68
166,173,-0.30
167,173,0.03
168,173,0.37
169,173,0.74
170,173,1.14
171,173,1.55
172,173,1.92
173,173,2.19
174,173,2.34
175,173,2.36
176,173,2.28
177,173,2.12
178,173,1.95
179,173,1.83
180,173,1.80
0,174,16.81
1,174,16.65
2,174,16.09
3,174,15.21
4,174,14.09
5,174,12.92
6,174,11.94
7,174,11.34
8,174,11.06
9,174,10.83
10,174,10.40
11,174,9.66
12,174,8.54
13,174,7.11
14,174,5.58
15,174,4.29
16,174,3.56
17,174,3.26
18,174,3.01
19,174,2.51
20,174,1.60
21,174,0.27
22,174,-1.36
23,174,-2.96
24,174,-3.85
25,174,-3.65
26,174,-2.66
27,174,-1.47
28,174,-0.40
29,174,0.43
30,174,0.97
31,174,1.21
32,174,1.08
33,174,0.60
34,174,-0.24
35,174,-1.37
36,174,-2.65
37,174,-3.79
38,174,-4.39
39,174,-4.35
40,174,-3.96
41,174,-3.53
42,174,-3.25
43,174,-3.17
44,174,-3.25
45,174,-3.46
46,174,-3.73
47,174,-4.01
48,174,-4.25
49,174,-4.41
50,174,-4.54
51,174,-4.64
52,174,-4.73
53,174,-4.85
54,174,-5.03
55,174,-5.30
56,174,-5.65
57,174,-6.09
58,174,-6.55
59,174,-6.93
60,174,-7.07
61,174,-6.79
62,174,-6.05
63,174,-5.04
64,174,-3.93
65,174,-2.90
66,174,-2.01
67,174,-1.30
68,174,-0.78
69,174,-0.43
70,174,-0.22
71,174,-0.16
72,174,-0.23
73,174,-0.42
74,174,-0.69
75,174,-1.00
76,174,-1.30
77,174,-1.53
78,174,-1.65
79,174,-1.63
80,174,-1.49
81,174,-1.25
82,174,-0.96
83,174,-0.65
84,174,-0.35
85,174,-0.09
86,174,0.11
87,174,0.25
88,174,0.35
89,174,0.40
90,174,0.41
91,174,0.39
92,174,0.34
93,174,0.24
94,174,0.11
95,174,-0.07
96,174,-0.28
97,174,-0.56
98,174,-0.89
99,174,-1.28
100,174,-1.75
101,174,-2.30
102,174,-2.91
103,174,-3.60
104,174,-4.34
105,174,-5.11
106,174,-5.83
107,174,-6.45
108,174,-6.94
109,174,-7.27
110,174,-7.46
111,174,-7.61
112,174,-7.77
113,174,-8.03
114,174,-8.45
115,174,-9.10
116,174,-10.03
117,174,-11.24
118,174,-12.79
119,174,-14.63
120,174,-16.30
121,174,-16.85
122,174,-16.01
123,174,-14.62
124,174,-13.40
125,174,-12.58
126,174,-12.24
127,174,-12.35
128,174,-12.92
129,174,-14.01
130,174,-15.79
131,174,-18.31
132,174,-20.76
133,174,-20.96
134,174,-19.09
135,174,-17.08
136,174,-15.67
137,174,-15.00
138,174,-15.06
139,174,-15.69
140,174,-16.73
141,174,-18.11
142,174,-19.64
143,174,-20.65
144,174,-20.19
145,174,-18.79
146,174,-17.57
147,174,-16.96
148,174,-16.55
149,174,-15.49
150,174,-13.68
151,174,-11.84
152,174,-10.37
153,174,-9.26
154,174,-8.39
155,174,-7.71
156,174,-7.12
157,174,-6.51
158,174,-5.80
159,174,-5.00
160,174,-4.15
161,174,-3.30
162,174,-2.47
163,174,-1.74
164,174,-1.14
165,174,-0.68
166,174,-0.30
167,174,0.03
168,174,0.37
169,174,0.74
170,174,1.14
171,174,1.55
172,174,1.92
173,174,2.19
174,174,2.34
175,174,2.36
176,174,2.28
177,174,2.12
178,174,1.95
179,174,1.83
180,174,1.80
0,175,16.81
1,175,16.65
2,175,16.09
3,175,15.21
4,175,14.09
5,175,12.92
6,175,11.94
7,175,11.34
8,175,11.06
9,175,10.83
10,175,10.40
11,175,9.66
12,175,8.54
13,175,7.11
14,175,5.58
15,175,4.29
16,175,3.56
17,175,3.26
18,175,3.01
19,175,2.51
20,175,1.60
21,175,0.27
22,175,-1.36
23,175,-2.96
24,175,-3.85
25,175,-3.65
26,175,-2.66
27,175,-1.47
28,175,-0.40
29,175,0.43
30,175,0.97
31,175,1.21
32,175,1.08
33,175,0.60
34,175,-0.24
35,175,-1.37
36,175,-2.65
37,175,-3.79
38,175,-4.39
39,175,-4.35
40,175,-3.96
41,175,-3.53
42,175,-3.25
43,175,-3.17
44,175,-3.25
45,175,-3.46
46,175,-3.73
47,175,-4.01
48,175,-4.25
49,175,-4.41
50,175,-4.54
51,175,-4.64
52,175,-4.73
53,175,-4.85
54,175,-5.03
55,175,-5.30
56,175,-5.65
57,175,-6.09
58,175,-6.55
59,175,-6.93
60,175,-7.07
61,175,-6.79
62,175,-6.05
63,175,-5.04
64,175,-3.93
65,175,-2.90
66,175,-2.01
67,175,-1.30
68,175,-0.78
69,175,-0.43
70,175,-0.22
71,175,-0.16
72,175,-0.23
73,175,-0.42
74,175,-0.69
75,175,-1.00
76,175,-1.30
77,175,-1.53
78,175,-1.65
